NAME;CODE;IP1;IP2;IP3
TRG B.JELA?I?A-DUBROVNIK-0001;900010;-;-;-
ZG-TRG BANA JELA?I?A-ZAPAD;900020;10.199.0.177;10.199.0.178;10.199.0.179
ZG-TRŽNICA DOLAC;900030;10.199.0.185;10.199.0.186;10.199.0.187
ZG-FRANKOPANSKA;900050;10.199.0.193;10.199.0.194;10.199.0.195
ZG-VINOGRADSKA;900210;10.199.0.241;10.199.0.242;10.199.0.243
ZG-MASARYKOVA;900330;10.199.0.25;10.199.0.26;10.199.0.27
ZG-ROOSEVELTOV TRG;900340;10.191.1.161;10.191.1.162;10.191.1.163
ZG-MAŽURANI?EV TRG;900350;10.191.0.49;10.191.0.50;10.191.0.51
ZG-CRNATKOVA-SAVSKA;900360;10.199.1.41;10.199.1.42;10.199.1.43
ZG-BRITANSKI TRG;900370;10.199.1.49;10.199.1.50;10.199.1.51
ZG-KRŠNJAVOGA;900390;10.199.1.65;10.199.1.66;10.199.1.67
ZG-ILICA-REPUBLIKE AUSTRIJE;900410;10.191.1.193;10.191.1.194;10.191.1.195
ZG-REPUBLIKE AUSTRIJE;900420;10.191.1.209;10.191.1.210;10.191.1.211
ZG-BROZOVA;900460;10.199.1.89;10.199.1.90;10.199.1.91
ZG-SAVSKA-TRATINSKA;900470;10.199.1.97;10.199.1.98;10.199.1.99
ZG-AUTOB. KOLODVOR II;900510;10.191.42.129;10.191.42.130;10.191.42.131
ZG-AUTOB. KOLODVOR III;900520;10.199.1.113;10.199.1.114;10.199.1.115
ZG-LJUDEVITA POSAVSKOG;900530;10.191.1.241;10.191.1.242;10.191.1.243
ZG-TUŠKANOVA;900560;10.191.0.129;10.191.0.130;10.191.0.131
ZG-HEINZELOVA-RAKOV?EVA;900570;10.199.0.105;10.199.0.106;10.199.0.107
ZG-VRBANI?EVA;900580;10.191.0.97;10.191.0.98;10.191.0.99
ZG-KOSOROVA;900610;10.191.42.177;10.191.42.178;10.191.42.179
ZG-ŠANDORA GJALSKOG;900640;10.199.1.161;10.199.1.162;10.199.1.163
ZG-HARAMBAŠI?EVA;900650;10.199.1.169;10.199.1.170;10.199.1.171
ZG-BORONGAJ-TRAMV. OKRETIŠTE;900660;10.191.0.113;10.191.0.114;10.191.0.115
ZG-MAKSIMIRSKA-BUKOVA?KA;900680;10.191.42.193;10.191.42.194;10.191.42.195
ZG-KOZJAK;900690;10.199.1.185;10.199.1.186;10.199.1.187
ZG-DOBRI DOL;900700;10.199.1.193;10.199.1.194;10.199.1.195
ZG-MAKSIMIRSKE RAVNICE;900710;10.191.51.209;10.191.51.210;10.191.51.211
ZG-KRUŽI?EVA;900720;10.199.1.209;10.199.1.210;10.199.1.211
ZG-KVATERNIKOV TRG II;900740;10.191.42.209;10.191.42.210;10.191.42.211
ZG-PETROVA-ZAJ?EVA;900750;10.199.1.225;10.199.1.226;10.199.1.227
ZG-MARKOV?EVA;900770;10.199.0.97;10.199.0.98;10.199.0.99
ZG-MAKSIMIRSKA-JORDANOVAC;900780;10.199.1.249;10.199.1.250;10.199.1.251
ZG-DUBRAVA I BUS TERMINAL;900790;10.199.2.1;10.199.2.2;10.199.2.3
ZG-DUBRAVA NA-MA;900830;10.199.2.17;10.199.2.18;10.199.2.19
ZG-RETKOVEC;900840;10.199.2.25;10.199.2.26;10.199.2.27
ZG-SESVETE I;900860;10.199.2.41;10.199.2.42;10.199.2.43
ZG-DUBEC;900880;10.199.2.49;10.199.2.50;10.199.2.51
ZG-STUDENTSKI GRAD I;900890;10.199.2.57;10.199.2.58;10.199.2.59
ZG-GRIŽANSKA;900920;-;-;-
ZG-HRVATSKOG PROLJE?A;900940;10.199.2.89;10.199.2.90;10.199.2.91
ZG-MARKUŠEVAC;900950;10.199.2.97;10.199.2.98;10.199.2.99
ZG-SESVETE II BUS TERMINAL;900960;10.199.2.105;10.199.2.106;10.199.2.107
ZG-LU?KO-ŠKOLA;901510;10.191.3.193;10.191.3.194;10.191.3.195
ZG-REMETINEC-POLICIJA;901530;10.191.3.225;10.191.3.226;10.191.3.227
ZG-SAVSKI GAJ;901540;10.191.3.241;10.191.3.242;10.191.3.243
ZG-TRNSKO-NA-MA;901550;10.191.4.1;10.191.4.2;10.191.4.3
ZG-SIGET-HAK;901560;10.191.4.17;10.191.4.18;10.191.4.19
ZG-SOPOT-ERLICHOVA;901600;10.191.4.33;10.191.4.34;10.191.4.35
ZG-ZAPRU?E;901620;10.199.0.121;10.199.0.122;10.199.0.123
ZG-UTRINE-TRŽNICA-LOKAL;901640;10.199.2.129;10.199.2.130;10.199.2.131
ZG-TRNSKO II-POTHODNIK;901650;10.199.2.137;10.199.2.138;10.199.2.139
ZG-VELESAJAM-LOKAL;901660;10.199.2.145;10.199.2.146;10.199.2.147
ZG-UTRINE-KIOSK;901680;10.191.4.65;10.191.4.66;10.191.4.67
ZG-B. MAGOVCA;901690;-;-;-
ZG-HRIBAROV PRILAZ;901730;10.199.2.185;10.199.2.186;10.199.2.187
ZG-?ALOGOVI?EVA;901750;10.199.2.201;10.199.2.202;10.199.2.203
ZG-SLOBOŠTINA-CRKVA;901760;10.199.2.209;10.199.2.210;10.199.2.211
ZG-SAVSKI MOST;901770;10.191.54.33;10.191.54.34;10.191.54.35
ZG-SAVSKA 77;901790;10.199.0.41;10.199.0.42;10.199.0.43
ZG-SAVSKA-VUKOVARSKA;901800;10.191.45.193;10.191.45.194;10.191.45.195
ZG-VUKOVARSKA 60;901810;10.191.4.97;10.191.4.98;10.191.4.99
ZG-PALA?A PRAVDE;901840;10.191.4.129;10.191.4.130;10.191.4.131
ZG-BOSUTSKA;901850;10.199.0.81;10.199.0.82;10.199.0.83
ZG-FOLNEGOVI?EVO NASELJE-ŠKOLA;901890;10.199.3.17;10.199.3.18;10.199.3.19
ZG-DRŽI?EVA-POTHODNIK;901900;10.191.54.81;10.191.54.82;10.191.54.83
ZG-RAPSKA;901910;10.199.3.57;10.199.3.58;10.199.3.59
ZG-SREDIŠ?E;901980;10.199.3.65;10.199.3.66;10.199.3.67
ZG-SAVICA II;902000;10.199.3.81;10.199.3.82;10.199.3.83
DUBROVNIK-LAPAD-POŠTA;902170;10.199.10.209;10.199.10.210;10.199.10.211
DUBROVNIK-BAZEN;902180;10.191.14.193;10.191.14.194;10.191.14.195
CAVTAT-RIVA;902190;10.191.15.1;10.191.15.2;10.191.15.3
SLANO;902200;10.199.11.1;10.199.11.2;10.199.11.3
STON;902210;10.199.11.9;10.199.11.10;10.199.11.11
OREBI?-TRAJEKTNA LUKA;902220;10.191.15.81;10.191.15.82;10.191.15.83
KOR?ULA-AUTOB. KOLODVOR - LOKAL;902230;10.199.10.225;10.199.10.226;10.199.10.227
BLATO;902240;10.199.10.233;10.199.10.234;10.199.10.235
VELA LUKA-STUDENAC;902250;10.199.10.217;10.199.10.218;10.199.10.219
LUMBARDA;902260;10.199.11.25;10.199.11.26;10.199.11.27
DUBROVNIK-CENTAR;902280;10.191.14.209;10.191.14.210;10.191.14.211
JANJINA;902310;10.191.38.161;10.191.38.162;10.191.38.163
DUBROVNIK-HOTEL BELLEVUE;902350;10.191.14.177;10.191.14.178;10.191.14.179
DUBROVNIK-BOLNICA SV. VLAHO;902380;10.99.25.1;10.99.25.11;10.99.25.12
DUBROVNIK-MOKOŠICA NOVA;902390;10.191.15.161;10.191.15.162;10.191.15.163
DUBROVNIK-STRADUN;902440;10.199.10.185;10.199.10.186;10.199.10.187
BJELOVAR-PRERADOVI?EVA;902510;10.199.6.153;10.199.6.154;10.199.6.155
BJELOVAR-AUTOB. KOLODVOR;902520;10.199.7.1;10.199.7.2;10.199.7.3
BJELOVAR-MIGNON;902530;10.199.6.193;10.199.6.194;10.199.6.195
BJELOVAR-POŠTA;902540;10.199.6.209;10.199.6.210;10.199.6.211
BJELOVAR-KAVANA;902620;10.199.6.185;10.199.6.186;10.199.6.187
BJELOVAR-NOVA BOLNICA;902630;10.199.6.169;10.199.6.170;10.199.6.171
KRIŽEVCI-GRDENI?EVA;902670;10.199.7.33;10.199.7.34;10.199.7.35
SV. IVAN ŽABNO;902690;10.191.103.1;10.191.103.2;10.191.103.3
?AZMA-SUD;902700;10.199.6.241;10.199.6.242;10.199.6.243
VELIKI GR?EVAC;902720;10.199.7.41;10.199.7.42;10.199.7.43
KRIŽEVCI-CENTAR;902770;10.199.7.9;10.199.7.10;10.199.7.11
DARUVAR-CENTAR;902790;10.191.53.49;10.191.53.50;10.191.53.51
GRUBIŠNO POLJE;902830;10.191.8.49;10.191.8.50;10.191.8.51
DARUVAR-RADI?EVA;902840;10.191.43.81;10.191.43.82;10.191.43.83
VRPOLJE-OP?INA;903190;10.191.28.225;10.191.28.226;10.191.28.227
KARLOVAC-RADI?EVA ŠKOLA;903290;10.199.7.193;10.199.7.194;10.199.7.195
KARLOVAC-BANIJA;903320;10.199.7.201;10.199.7.202;10.199.7.203
KARLOVAC-KORZO;903330;10.199.7.177;10.199.7.178;10.199.7.179
KARLOVAC-KAVANA RADI?EVA;903340;10.191.48.33;10.191.48.34;10.191.48.35
KARLOVAC-RAKOVAC;903360;10.191.48.49;10.191.48.50;10.191.48.51
KARLOVAC-DUBOVAC;903400;10.191.9.81;10.191.9.82;10.191.9.83
KARLOVAC-LUŠ?I?;903420;10.191.48.65;10.191.48.66;10.191.48.67
DUGA RESA;903510;10.191.9.49;10.191.9.50;10.191.9.51
JASTREBARSKO;903530;10.191.9.65;10.191.9.66;10.191.9.67
VOJNI?;903550;10.191.9.225;10.191.9.226;10.191.9.227
TOPUSKO;903570;10.191.9.113;10.191.9.114;10.191.9.115
SLUNJ;903580;10.191.9.97;10.191.9.98;10.191.9.99
PISAROVINA;903590;10.191.10.17;10.191.10.18;10.191.10.19
HVAR-KRIŽNA LUKA;903640;10.191.58.161;10.191.58.162;10.191.58.163
VRBOSKA;903680;10.191.59.113;10.191.59.114;10.191.59.115
KOMIŽA I;903690;10.191.12.113;10.191.12.114;10.191.12.115
VIS-RIVA;903710;10.191.12.129;10.191.12.130;10.191.12.131
HVAR-AMFORA;903720;10.191.60.49;10.191.60.50;10.191.60.51
MAKARSKA-LOKAL I;904510;10.199.9.41;10.199.9.42;10.199.9.43
MAKARSKA-PJACA;904520;10.199.9.161;10.199.9.162;10.199.9.163
TU?EPI-LOKAL I;904570;10.199.9.217;10.199.9.218;10.199.9.219
PODGORA-TRŽNICA;904580;10.191.13.97;10.191.13.98;10.191.13.99
DRVENIK-TRAJEKTNA LUKA;904600;10.199.11.41;10.199.11.42;10.199.11.43
PROMAJNA;904640;10.191.13.209;10.191.13.210;10.191.13.211
IMOTSKI-AUTOB. KOLODVOR;904660;10.199.10.49;10.199.10.50;10.199.10.51
IMOTSKI-TRG;904670;10.199.10.41;10.199.10.42;10.199.10.43
ŠESTANOVAC;904700;10.191.11.241;10.191.11.242;10.191.11.243
MAKARSKA-METEOR-PLAŽA;904740;10.100.112.92;10.100.112.93;10.100.112.94
NAŠICE-PEJA?EVI?EV TRG;904890;10.199.20.153;10.199.20.154;10.199.20.155
NAŠICE-GRADSKO POGLAVARSTVO;904910;10.191.27.49;10.191.27.50;10.191.27.51
NAŠICE-BOLNICA;904960;10.199.20.201;10.199.20.202;10.199.20.203
?UR?ENOVAC-CENTAR;904970;10.191.54.161;10.191.54.162;10.191.54.163
FERI?ANCI;904980;10.191.54.177;10.191.54.178;10.191.54.179
ORAHOVICA-ORAHOVICA;905020;10.199.20.169;10.199.20.170;10.199.20.171
N. GRADIŠKA-ŽELJ. STANICA;905080;10.191.28.1;10.191.28.2;10.191.28.3
N. GRADIŠKA-PARK;905090;10.199.20.177;10.199.20.178;10.199.20.179
N. GRADIŠKA-TRŽNICA;905100;10.191.27.1;10.191.27.2;10.191.27.3
N. GRADIŠKA-SREDNJA ŠKOLA;905110;10.191.27.225;10.191.27.226;10.191.27.227
N. GRADIŠKA-URIJE;905150;10.191.27.81;10.191.27.82;10.191.27.83
NOVA KAPELA;905160;10.199.21.57;10.199.21.58;10.199.21.59
S.P. SELO;905190;10.199.21.25;10.199.21.26;10.199.21.27
DAVOR;905200;10.199.29.137;10.199.29.138;10.199.29.139
OKU?ANI-OP?INA;905230;10.191.27.97;10.191.27.98;10.191.27.99
OS-PAVILJON TRG SLOBODE;905440;10.191.24.177;10.191.24.178;10.191.24.179
OS-BOSUTSKO;905460;10.191.25.1;10.191.25.2;10.191.25.3
OS-POŠTA;905490;10.191.24.209;10.191.24.210;10.191.24.211
OS-JUG II SRIJEMSKA;905500;10.199.35.241;10.199.35.242;10.199.35.243
OS-ZELENO POLJE;905510;10.191.25.33;10.191.25.34;10.191.25.35
OS-TRG BANA JELA?I?A -LIPA;905520;10.199.19.9;10.199.19.10;10.199.19.11
OS-KOLODVORSKA;905530;10.191.25.129;10.191.25.130;10.191.25.131
OS-?AKOVŠTINA;905540;10.191.25.145;10.191.25.146;10.191.25.147
OS-VUKOVARSKA LJEPOTICA;905560;10.191.38.177;10.191.38.178;10.191.38.179
OS-DOM ZDRAVLJA RETFALA;905610;10.191.38.193;10.191.38.194;10.191.38.195
OS-BOLNICA ZAPAD;905630;10.191.24.241;10.191.24.242;10.191.24.243
VALPOVO-KORZO-LOKAL;905680;10.199.19.41;10.199.19.42;10.199.19.43
BELIŠ?E-TRG A. STAR?EVI?A;905690;10.199.19.105;10.199.19.106;10.199.19.107
?EPIN-CENTAR;905730;10.191.25.113;10.191.25.114;10.191.25.115
BELIŠ?E-AUTOB. KOLODVOR;905790;10.199.19.33;10.199.19.34;10.199.19.35
VALPOVO-SUD;905810;10.191.53.193;10.191.53.194;10.191.53.195
PLO?E-OP?INA;905840;10.199.10.241;10.199.10.242;10.199.10.243
PLO?E-TRŽNICA;905870;10.199.10.193;10.199.10.194;10.199.10.195
TRPANJ-TRAJEKTNA LUKA;905900;10.199.11.65;10.199.11.66;10.199.11.67
PODACA;905930;10.191.56.113;10.191.56.114;10.191.56.115
GRADAC-RASKRIŽJE I;905940;10.191.60.145;10.191.60.146;10.191.60.147
METKOVI?-PARK;905950;10.191.15.97;10.191.15.98;10.191.15.99
METKOVI?-POŠTA;905970;10.199.10.249;10.199.10.250;10.199.10.251
METKOVI?-MATICE HRVATSKE;905980;10.191.15.113;10.191.15.114;10.191.15.115
METKOVI?-AUTOB. KOLODVOR;906000;10.199.11.17;10.199.11.18;10.199.11.19
RI-LUTKARSKO KAZALIŠTE;906730;10.199.15.49;10.199.15.50;10.199.15.51
RI-VEŽICA-ŠKOLA;906740;10.191.19.193;10.191.19.194;10.191.19.195
RI-KANTRIDA STADION;906750;10.191.20.1;10.191.20.2;10.191.20.3
RI-MLAKA PARK;906770;10.199.15.145;10.199.15.146;10.199.15.147
RI-POREZNA UPRAVA;906790;10.199.15.185;10.199.15.186;10.199.15.187
RI-KORZO-LOKAL;906800;10.100.116.10;10.100.116.11;10.100.116.12
RI-FIUMARA;906820;10.199.15.25;10.199.15.26;10.199.15.27
RI-TRŽNICA;906830;10.199.15.113;10.199.15.114;10.199.15.115
RI-ŠKURINJE-OSJE?KA;906870;10.199.15.193;10.199.15.194;10.199.15.195
RI-PE?INE-KIOSK;906920;10.199.15.97;10.199.15.98;10.199.15.99
RI-GUVERNEROVA PALA?A;906930;10.199.15.177;10.199.15.178;10.199.15.179
RI-KRIMEJA- AUTOB.STANICA;906950;10.191.19.241;10.191.19.242;10.191.19.243
RI-ULJARSKA;906960;10.191.20.33;10.191.20.34;10.191.20.35
RI-TITOV TRG;906980;10.191.19.225;10.191.19.226;10.191.19.227
RI-ZAMET OKRETIŠTE;906990;10.191.19.145;10.191.19.146;10.191.19.147
RI-POTOK V.C. EMINA;907030;10.199.15.41;10.199.15.42;10.199.15.43
RI-TRSAT-KIOSK;907040;10.199.15.33;10.199.15.34;10.199.15.35
RI-BANDEREVO-ŠKOLA;907070;10.199.15.169;10.199.15.170;10.199.15.171
RI-VOJAK-MARKET;907100;10.199.15.153;10.199.15.154;10.199.15.155
RI-ORIJENT STADION;907110;10.191.19.161;10.191.19.162;10.191.19.163
RI-KOZALA-MARKET;907120;10.199.15.81;10.199.15.82;10.199.15.83
RI-MUP Ž. FAŠIZMA;907160;10.199.15.57;10.199.15.58;10.199.15.59
RI-ZAMET B. VIDASA;907180;10.199.15.129;10.199.15.130;10.199.15.131
OPATIJA-LOKAL;907190;10.199.14.249;10.199.14.250;10.199.14.251
OPATIJA-TRŽNICA;907200;10.199.15.65;10.199.15.66;10.199.15.67
OPATIJA-HOTEL MILENIJ;907210;10.199.15.9;10.199.15.10;10.199.15.11
LOVRAN-LOKAL;907230;10.199.15.17;10.199.15.18;10.199.15.19
MATULJI-AUTOB.STANICA;907260;10.199.14.241;10.199.14.242;10.199.14.243
MOŠ?ENI?KA DRAGA-OBALA;907280;10.191.57.241;10.191.57.242;10.191.57.243
HRVATSKA KOSTAJNICA;907400;10.191.10.81;10.191.10.82;10.191.10.83
SISAK-LOKAL;907460;10.199.8.73;10.199.8.74;10.199.8.75
SISAK-ODRA;907470;10.191.10.113;10.191.10.114;10.191.10.115
SISAK-DIP;907480;10.199.8.97;10.199.8.98;10.199.8.99
SISAK-BOLNICA;907490;10.191.39.241;10.191.39.242;10.191.39.243
SISAK-OP?INA;907560;10.199.8.105;10.199.8.106;10.199.8.107
SISAK-TRŽNICA CAPRAG;907620;10.199.8.137;10.199.8.138;10.199.8.139
PETRINJA-HOTEL;907640;10.191.42.1;10.191.42.2;10.191.42.3
PETRINJA-PARK;907650;10.191.42.17;10.191.42.18;10.191.42.19
SL. BROD-POŠTA;907740;10.191.38.241;10.191.38.242;10.191.38.243
SL. BROD-FINA;907760;10.191.39.17;10.191.39.18;10.191.39.19
SL. BROD-KORZO;907770;10.191.28.113;10.191.28.114;10.191.28.115
SL. BROD-GUNDULI?EVA-TRŽNICA;907790;10.191.28.145;10.191.28.146;10.191.28.147
SL. BROD-CRNI KRIŽ;907800;10.191.28.193;10.191.28.194;10.191.28.195
SL. BROD-BOLNICA PORTA;907830;10.191.28.97;10.191.28.98;10.191.28.99
SL. BROD-MALI PARIZ;907860;10.191.44.65;10.191.44.66;10.191.44.67
SL. BROD-PODVINJE;907870;10.191.28.161;10.191.28.162;10.191.28.163
SL. BROD-BOLNICA-LOKAL;907920;10.191.29.17;10.191.29.18;10.191.29.19
DONJI ANDRIJEVCI;908000;10.191.44.81;10.191.44.82;10.191.44.83
ORIOVAC;908030;10.199.21.209;10.199.21.210;10.199.21.211
SL. BROD-SLAVONIJA I;908040;10.191.44.33;10.191.44.34;10.191.44.35
POŽEGA-TRG SV. TROJSTVA;908070;10.199.20.185;10.199.20.186;10.199.20.187
VELIKA;908120;10.199.20.241;10.199.20.242;10.199.20.243
POŽEGA-AUTOB. KOLODVOR;908130;10.199.21.1;10.199.21.2;10.199.21.3
POŽEGA-GIMNAZIJA;908180;10.199.20.209;10.199.20.210;10.199.20.211
KUTJEVO;908200;10.199.21.97;10.199.21.98;10.199.21.99
PLETERNICA-CENTAR;908210;10.191.26.241;10.191.26.242;10.191.26.243
JAKŠI?;908220;10.191.27.145;10.191.27.146;10.191.27.147
POŽEGA-CROATIA OSIGURANJE;908230;10.199.20.225;10.199.20.226;10.199.20.227
POŽEGA-SV. ROK;908270;10.191.27.113;10.191.27.114;10.191.27.115
ST-ŽELJ. STANICA I;908290;10.199.9.129;10.199.9.130;10.199.9.131
ST-ZAGREBA?KA;908300;10.199.9.193;10.199.9.194;10.199.9.195
ST-STEPIN?EVA;908350;10.191.31.242;10.191.31.243;10.191.31.244
ST-DIOKOM-AUTOB. STANICA;908420;10.199.9.97;10.199.9.98;10.199.9.99
ST-TABLE-TRŽNICA;908440;10.191.12.65;10.191.12.66;10.191.12.67
ST-PLOKITE-TRŽNICA;908450;10.191.13.177;10.191.13.178;10.191.13.179
ST-SPIN?I?EVA;908460;10.199.9.65;10.199.9.66;10.199.9.67
ST-SPINUT-ŠKOLA;908480;10.199.9.177;10.199.9.178;10.199.9.179
ST-SU?IDAR;908580;10.199.9.241;10.199.9.242;10.199.9.243
ST-GRIPE;908590;10.199.9.185;10.199.9.186;10.199.9.187
SINJ-LOKAL I;908620;10.191.11.177;10.191.11.178;10.191.11.179
SUPETAR-PORAT;908660;10.199.9.81;10.199.9.82;10.199.9.83
SUPETAR-TRAJEKTNA LUKA;908670;10.199.9.153;10.199.9.154;10.199.9.155
BOL-STUDENAC;908680;10.191.13.65;10.191.13.66;10.191.13.67
PU?IŠ?A-TRG;908690;10.191.12.177;10.191.12.178;10.191.12.179
SELCA-TRG;908710;10.191.31.243;10.191.31.244;10.191.31.245
TROGIR-MOST;908750;10.191.11.113;10.191.11.114;10.191.11.115
OKRUG-OP?INA;908780;10.191.13.17;10.191.13.18;10.191.13.19
ŠIBENIK-TRŽNICA I-KIOSK;908970;10.199.13.193;10.199.13.194;10.199.13.195
ŠIBENIK-POLJANA II;908980;10.199.22.161;10.199.22.162;10.199.22.163
ŠIBENIK-KRIŽ;909010;10.199.13.217;10.199.13.218;10.199.13.219
ŠIBENIK-MANDALINA;909020;10.199.13.225;10.199.13.226;10.199.13.227
ŠIBENIK-ŠUBI?EVAC;909060;10.199.13.241;10.199.13.242;10.199.13.243
ZATON-ZATON;909080;10.199.13.249;10.199.13.250;10.199.13.251
VODICE-AUTOB. KOLODVOR-LOKAL;909100;10.199.14.1;10.199.14.2;10.199.14.3
ZLARIN-ZLARIN;909120;10.199.14.17;10.199.14.18;10.199.14.19
BETINA-TRG;909160;10.199.14.33;10.199.14.34;10.199.14.35
TISNO-OP?INA;909170;10.191.52.65;10.191.52.66;10.191.52.67
PRIMOŠTEN-PARK;909180;10.191.18.129;10.191.18.130;10.191.18.131
ROGOZNICA-OBALA;909190;10.191.57.1;10.191.57.2;10.191.57.3
PRIMOŠTEN-POŠTA;909200;10.191.18.145;10.191.18.146;10.191.18.147
PIROVAC-TRŽNICA;909220;10.191.56.241;10.191.56.242;10.191.56.243
KNIN-ROTOR;909270;10.199.14.65;10.199.14.66;10.199.14.67
KNIN-MOST;909290;10.199.14.81;10.199.14.82;10.199.14.83
BRODARICA-PRISTANIŠTE;909350;-;-;-
JADRIJA-PLAŽA;909370;10.191.59.81;10.191.59.82;10.191.59.83
GREBAŠTICA-PLAŽA;909380;10.191.58.177;10.191.58.178;10.191.58.179
SRIMA-PLAŽA;909410;10.191.59.209;10.191.59.210;10.191.59.211
ŠIBENIK-KAZALIŠTE;909500;10.199.14.137;10.199.14.138;10.199.14.139
UMAG-TRGOVA?KA;909590;10.199.17.153;10.199.17.154;10.199.17.155
UMAG-KONZUM;909610;10.199.17.145;10.199.17.146;10.199.17.147
NOVIGRAD-KONZUM;909640;10.199.17.169;10.199.17.170;10.199.17.171
BUZET-FONTANA;909660;10.199.17.129;10.199.17.130;10.199.17.131
NOVIGRAD-KAMP MAREDA;909710;10.191.59.145;10.191.59.146;10.191.59.147
NOVIGRAD-KAMP SIRENA;909730;10.191.60.17;10.191.60.18;10.191.60.19
VARAŽDIN-KORZO-LOKAL;909780;10.191.43.97;10.191.43.98;10.191.43.99
VARAŽDIN-KAZALIŠTE;909800;10.199.5.193;10.199.5.194;10.199.5.195
VARAŽDIN-ŽELJ. KOLODVOR;909810;10.199.5.225;10.199.5.226;10.199.5.227
VARAŽDIN-AUTOB. KOLODVOR;909830;10.199.5.185;10.199.5.186;10.199.5.187
VARAŽDIN-KUREL?EVA;909840;10.199.6.1;10.199.6.2;10.199.6.3
VARAŽDIN-ZAGREBA?KA;909870;10.199.5.209;10.199.5.210;10.199.5.211
VARAŽDIN-TURIST;909880;10.199.6.17;10.199.6.18;10.199.6.19
VARAŽDIN-BANFICA;909890;10.191.52.17;10.191.52.18;10.191.52.19
NOVI MAROF;909900;10.191.6.209;10.191.6.210;10.191.6.211
LEPOGLAVA;909930;10.199.6.49;10.199.6.50;10.199.6.51
?AKOVEC-USKA;909940;10.191.6.145;10.191.6.146;10.191.6.147
?AKOVEC-K. ZRINSKI;909950;10.191.6.161;10.191.6.162;10.191.6.163
?AKOVEC-TRŽNICA;909970;10.191.6.193;10.191.6.194;10.191.6.195
NEDELIŠ?E;909980;10.191.7.33;10.191.7.34;10.191.7.35
LEKENIK;910080;10.199.8.121;10.199.8.122;10.199.8.123
VINKOVCI-ŽELJ. KOLODVOR;910170;10.199.20.33;10.199.20.34;10.199.20.35
VINKOVCI-BOLNICA;910200;10.191.26.81;10.191.26.82;10.191.26.83
VINKOVCI-KORZO-LOKAL;910220;10.199.20.9;10.199.20.10;10.199.20.11
VINKOVCI-MUZEJ;910280;10.199.20.17;10.199.20.18;10.199.20.19
VINKOVCI-OP?INA;910320;10.199.20.25;10.199.20.26;10.199.20.27
NUŠTAR;910340;10.191.52.241;10.191.52.242;10.191.52.243
OTOK;910370;-;-;-
STARI MIKANOVCI-OP?INA;910390;10.191.44.113;10.191.44.114;10.191.44.115
PRIVLAKA;910410;10.199.20.89;10.199.20.90;10.199.20.91
ŽUPANJA-URED DRŽAVNE UPRAVE;910420;10.199.20.41;10.199.20.42;10.199.20.43
ŽUPANJA-CENTAR DM;910430;10.199.20.65;10.199.20.66;10.199.20.67
ZADAR-KALELARGA I;910810;10.199.12.57;10.199.12.58;10.199.12.59
ZADAR-LJEKARNA;910820;10.199.12.65;10.199.12.66;10.199.12.67
ZADAR-A. MEDULI?A;910880;10.199.12.105;10.199.12.106;10.199.12.107
ZADAR-BOLNICA I;910890;10.199.12.113;10.199.12.114;10.199.12.115
ZADAR-VOŠTARNICA;910940;10.199.12.153;10.199.12.154;10.199.12.155
ZADAR-BORIK;910980;10.199.12.185;10.199.12.186;10.199.12.187
ZADAR-PUT PETRI?A;911030;10.191.16.113;10.191.16.114;10.191.16.115
ZADAR-BILI BRIG;911040;10.191.16.129;10.191.16.130;10.191.16.131
ZADAR-AUTOB. KOLODVOR;911060;10.191.16.161;10.191.16.162;10.191.16.163
ZADAR-PUT BILIGA;911070;10.191.16.177;10.191.16.178;10.191.16.179
PETR?ANE-CENTAR;911110;10.191.57.225;10.191.57.226;10.191.57.227
PREKO-ŠKOLA;911130;10.191.58.129;10.191.58.130;10.191.58.131
PREKO-TRAJEKTNA LUKA;911140;10.191.17.33;10.191.17.34;10.191.17.35
BIBINJE-TRG DR.F. TU?MANA;911160;10.191.17.65;10.191.17.66;10.191.17.67
FILIP JAKOV-CENTAR;911170;10.191.17.81;10.191.17.82;10.191.17.83
BIOGRAD-TRŽNICA;911180;10.191.17.97;10.191.17.98;10.191.17.99
PAKOŠTANE-TRG;911210;10.199.12.217;10.199.12.218;10.199.12.219
BENKOVAC-TRŽNICA;911230;10.199.12.233;10.199.12.234;10.199.12.235
POSEDARJE-CENTAR;911240;10.191.17.113;10.191.17.114;10.191.17.115
OBROVAC-CENTAR;911250;10.199.12.241;10.199.12.242;10.199.12.243
STARIGRAD-CENTAR;911260;10.199.12.249;10.199.12.250;10.199.12.251
VIR I;911270;10.199.13.1;10.199.13.2;10.199.13.3
SUKOŠAN I;911290;10.191.102.193;10.191.102.194;10.191.102.195
BENKOVAC III;911310;10.199.13.33;10.199.13.34;10.199.13.35
SABUNIKE-CENTAR;911360;-;-;-
PORE?-DEKUMANOVA;911390;10.191.55.241;10.191.55.242;10.191.55.243
PORE?-NOVO SELO;911420;10.191.22.209;10.191.22.210;10.191.22.211
VRSAR-OBALA;911450;-;-;-
TENJA-ŠKOLA;911650;10.191.25.209;10.191.25.210;10.191.25.211
BILJE;911660;10.191.25.17;10.191.25.18;10.191.25.19
BAŠANIJA-KIOSK;911670;10.191.59.17;10.191.59.18;10.191.59.19
BELI MANASTIR-DOM ZDRAVLJA;911680;10.199.19.121;10.199.19.122;10.199.19.123
ILOK-POGLAVARSTVO;911710;10.199.20.49;10.199.20.50;10.199.20.51
